CustomerCode,CustomerName,CustomerSegment,IndustryVertical,SizeTier,ParentCustomerCode,ParentCustomerName,HqCountryCode,HqCountryName,HqRegion,SalesRegion,AccountManager,AccountManagerEmail,CreditTier,PaymentTermsDays,ContractType,OnboardedDate,ScdValidFrom,ScdValidTo,IsCurrent,ScdVersion,CustomerKey
CUS2001,Hillcrest Industrial Inc,BCO,Machinery,Mid-Market,,,CN,China,East Asia,APAC,Ahmed Novak,ahmed.novak@meridiangl.com,D,0,Named Account Tariff,2021-01-28,2021-01-28,9999-12-31,1,1,2606
CUS2002,Wellspring Pharmaceuticals Group,BCO,Pharma,National,,,CN,China,East Asia,APAC,Sofia Larsson,sofia.larsson@meridiangl.com,A,15,Long-Term Contract,2020-09-29,2020-09-29,9999-12-31,1,1,2607
CUS2003,Zenith Engineering Pte Ltd,BCO,Machinery,Mid-Market,CUS1586,Cedarline Alloys GmbH,SA,Saudi Arabia,Middle East,EMEA,Wei Tanaka,wei.tanaka@meridiangl.com,C,0,Named Account Tariff,2019-03-28,2019-03-28,9999-12-31,1,1,2608
CUS2004,Ironbridge Chemicals PLC,NVOCC,Chemicals,Mid-Market,,,ZA,South Africa,Africa,EMEA,Fatima Chen,fatima.chen@meridiangl.com,D,30,Long-Term Contract,2020-12-09,2020-12-09,9999-12-31,1,1,2609
CUS2005,Glenmoor Pharmaceuticals Holdings,BCO,Pharma,SME,CUS2541,Equator Automotive Inc,AE,United Arab Emirates,Middle East,EMEA,Elena Haddad,elena.haddad@meridiangl.com,C,30,Named Account Tariff,2021-01-21,2021-01-21,9999-12-31,1,1,2610
CUS2006,Redwood Agri-Foods LLC,3PL,Agriculture,SME,,,CA,Canada,N America East,Americas,Liam O'Brien,liam.obrien@meridiangl.com,D,0,Named Account Tariff,2024-03-02,2024-03-02,9999-12-31,1,1,2611
CUS2007,Hillcrest Machinery Ltd,Freight Forwarder,Machinery,SME,,,TW,Taiwan,East Asia,APAC,Fatima Tanaka,fatima.tanaka@meridiangl.com,B,0,Spot,2015-06-24,2015-06-24,9999-12-31,1,1,2612
CUS2008,Monsoon Power Co.,BCO,Energy,SME,,,ID,Indonesia,SE Asia,APAC,Yuki Torres,yuki.torres@meridiangl.com,D,15,Spot,2017-09-18,2017-09-18,2024-12-31,0,1,2613
CUS2008,Monsoon Power Co.,BCO,Energy,SME,,,ID,Indonesia,SE Asia,APAC,Ahmed Novak,ahmed.novak@meridiangl.com,D,15,Named Account Tariff,2017-09-18,2025-01-01,9999-12-31,1,2,2614
CUS2009,Cobalt FMCG S.A.,Freight Forwarder,FMCG,SME,,,FR,France,N Europe,EMEA,Wei Tanaka,wei.tanaka@meridiangl.com,D,0,Named Account Tariff,2016-03-17,2016-03-17,9999-12-31,1,1,2615
CUS2010,Granite Automotive Pte Ltd,NVOCC,Automotive,SME,,,CN,China,East Asia,APAC,Carlos Al-Farsi,carlos.al-farsi@meridiangl.com,B,30,Named Account Tariff,2024-07-29,2024-07-29,9999-12-31,1,1,2616
CUS2011,Juniper FMCG Ltd,BCO,FMCG,SME,,,US,United States,N America East,Americas,James Larsson,james.larsson@meridiangl.com,C,30,Spot,2021-07-17,2021-07-17,9999-12-31,1,1,2617
CUS2012,Quarrystone Consumer Goods PLC,BCO,FMCG,SME,CUS1586,Cedarline Alloys GmbH,IN,India,South Asia,APAC,Elena Tanaka,elena.tanaka@meridiangl.com,D,45,Spot,2018-09-01,2018-09-01,9999-12-31,1,1,2618
CUS2013,Vertex Chemical Industries S.A.,SME Direct,Chemicals,SME,,,HK,Hong Kong,East Asia,APAC,Ahmed Nguyen,ahmed.nguyen@meridiangl.com,C,0,Spot,2015-03-08,2015-03-08,9999-12-31,1,1,2619
CUS2014,Clearwater Foods Holdings,BCO,FMCG,SME,,,GB,United Kingdom,N Europe,EMEA,Ahmed Torres,ahmed.torres@meridiangl.com,A,45,Named Account Tariff,2021-06-27,2021-06-27,2024-11-19,0,1,2620
CUS2014,Clearwater Foods Holdings,BCO,FMCG,National,,,GB,United Kingdom,N Europe,EMEA,Ahmed Torres,ahmed.torres@meridiangl.com,A,45,Named Account Tariff,2021-06-27,2024-11-20,9999-12-31,1,2,2621
CUS2015,Wellspring Semiconductor Ltd,Freight Forwarder,Electronics,Mid-Market,,,IT,Italy,Mediterranean,EMEA,Wei Silva,wei.silva@meridiangl.com,D,30,Named Account Tariff,2017-12-20,2017-12-20,9999-12-31,1,1,2622
CUS2016,Ashford Power Ltd,NVOCC,Energy,SME,,,TW,Taiwan,East Asia,APAC,Ahmed Nguyen,ahmed.nguyen@meridiangl.com,B,30,Spot,2020-08-11,2020-08-11,2025-08-28,0,1,2623
CUS2016,Ashford Power Ltd,NVOCC,Energy,Mid-Market,,,TW,Taiwan,East Asia,APAC,Ahmed Nguyen,ahmed.nguyen@meridiangl.com,B,30,Spot,2020-08-11,2025-08-29,9999-12-31,1,2,2624
CUS2017,Onyx Pharma PLC,BCO,Pharma,Mid-Market,,,US,United States,N America East,Americas,Sofia Tanaka,sofia.tanaka@meridiangl.com,B,45,Spot,2017-11-16,2017-11-16,2026-02-18,0,1,2625
CUS2017,Onyx Pharma PLC,BCO,Pharma,Mid-Market,,,US,United States,N America East,Americas,Sofia Larsson,sofia.larsson@meridiangl.com,A,45,Spot,2017-11-16,2026-02-19,9999-12-31,1,2,2626
CUS2018,Southwick Semiconductor GmbH,BCO,Electronics,Mid-Market,,,IT,Italy,Mediterranean,EMEA,Kenji Tanaka,kenji.tanaka@meridiangl.com,B,45,Named Account Tariff,2016-01-08,2016-01-08,9999-12-31,1,1,2627
CUS2019,Eastridge Pharmaceuticals Co.,SME Direct,Pharma,Mid-Market,,,AE,United Arab Emirates,Middle East,EMEA,Yuki Torres,yuki.torres@meridiangl.com,C,15,Named Account Tariff,2017-12-16,2017-12-16,9999-12-31,1,1,2628
CUS2020,Ashgrove Motors GmbH,3PL,Automotive,Mid-Market,,,TR,Turkey,Mediterranean,EMEA,Yuki O'Brien,yuki.obrien@meridiangl.com,B,15,Named Account Tariff,2016-01-13,2016-01-13,9999-12-31,1,1,2629
CUS2021,Cobalt Energy Holdings,Freight Forwarder,Energy,Mid-Market,,,GB,United Kingdom,N Europe,EMEA,Ingrid Nguyen,ingrid.nguyen@meridiangl.com,B,30,Named Account Tariff,2024-01-28,2024-01-28,2026-03-29,0,1,2630
CUS2021,Cobalt Energy Holdings,Freight Forwarder,Energy,SME,,,GB,United Kingdom,N Europe,EMEA,Ingrid Nguyen,ingrid.nguyen@meridiangl.com,B,30,Named Account Tariff,2024-01-28,2026-03-30,9999-12-31,1,2,2631
CUS2022,Southwick Retail Holdings,Freight Forwarder,Retail,Mid-Market,,,TH,Thailand,SE Asia,APAC,Ingrid O'Brien,ingrid.obrien@meridiangl.com,D,0,Long-Term Contract,2015-05-08,2015-05-08,2019-08-03,0,1,2632
CUS2022,Southwick Retail Holdings,Freight Forwarder,Retail,National,,,TH,Thailand,SE Asia,APAC,Yuki Kowalski,yuki.kowalski@meridiangl.com,D,0,Long-Term Contract,2015-05-08,2019-08-04,9999-12-31,1,2,2633
CUS2023,Valleyforge Auto Parts Holdings,BCO,Automotive,SME,,,HK,Hong Kong,East Asia,APAC,Diego Yamamoto,diego.yamamoto@meridiangl.com,D,0,Long-Term Contract,2015-10-20,2015-10-20,2026-02-18,0,1,2634
CUS2023,Valleyforge Auto Parts Holdings,BCO,Automotive,Mid-Market,,,HK,Hong Kong,East Asia,APAC,Diego Yamamoto,diego.yamamoto@meridiangl.com,D,0,Long-Term Contract,2015-10-20,2026-02-19,9999-12-31,1,2,2635
CUS2024,Voyager Alloys Pte Ltd,3PL,Metals,SME,CUS1969,Southwick Textiles Co.,CN,China,East Asia,APAC,Sofia Larsson,sofia.larsson@meridiangl.com,C,30,Named Account Tariff,2018-06-09,2018-06-09,9999-12-31,1,1,2636
CUS2025,Cedarline Agri-Foods GmbH,SME Direct,Agriculture,SME,,,NL,Netherlands,N Europe,EMEA,Ingrid O'Brien,ingrid.obrien@meridiangl.com,C,30,Spot,2017-12-21,2017-12-21,9999-12-31,1,1,2637
CUS2026,Juniper Machinery LLC,NVOCC,Machinery,Mid-Market,CUS0384,Nova Machinery S.A.,TH,Thailand,SE Asia,APAC,Elena Tanaka,elena.tanaka@meridiangl.com,C,15,Spot,2019-05-01,2019-05-01,9999-12-31,1,1,2638
CUS2027,Kestrel Steel LLC,Freight Forwarder,Metals,Mid-Market,,,TW,Taiwan,East Asia,APAC,Elena Haddad,elena.haddad@meridiangl.com,C,15,Long-Term Contract,2017-10-14,2017-10-14,9999-12-31,1,1,2639
CUS2028,Skyline Electronics Inc,BCO,Electronics,Mid-Market,,,TW,Taiwan,East Asia,APAC,Ingrid O'Brien,ingrid.obrien@meridiangl.com,B,15,Spot,2026-05-25,2026-05-25,9999-12-31,1,1,2640
CUS2029,Fairhaven Motors Pte Ltd,Freight Forwarder,Automotive,Mid-Market,CUS1885,Onyx FMCG LLC,BE,Belgium,N Europe,EMEA,Carlos Ferreira,carlos.ferreira@meridiangl.com,C,30,Named Account Tariff,2018-01-21,2018-01-21,2019-08-25,0,1,2641
CUS2029,Fairhaven Motors Pte Ltd,Freight Forwarder,Automotive,National,CUS1885,Onyx FMCG LLC,BE,Belgium,N Europe,EMEA,Carlos Ferreira,carlos.ferreira@meridiangl.com,B,30,Long-Term Contract,2018-01-21,2019-08-26,9999-12-31,1,2,2642
CUS2030,Brightwater Electronics Corp,NVOCC,Electronics,SME,,,NZ,New Zealand,Oceania,ANZ,Priya Ferreira,priya.ferreira@meridiangl.com,C,45,Spot,2020-11-14,2020-11-14,9999-12-31,1,1,2643
CUS2031,Cobalt Farms Co.,BCO,Agriculture,Mid-Market,,,IT,Italy,Mediterranean,EMEA,Carlos Sharma,carlos.sharma@meridiangl.com,C,30,Spot,2026-06-20,2026-06-20,2026-08-12,0,1,2644
CUS2031,Cobalt Farms Co.,BCO,Agriculture,National,,,IT,Italy,Mediterranean,EMEA,Carlos Sharma,carlos.sharma@meridiangl.com,C,30,Long-Term Contract,2026-06-20,2026-08-13,9999-12-31,1,2,2645
CUS2032,Solstice Foods Ltd,BCO,FMCG,Mid-Market,CUS2784,Cedarline Motors B.V.,BR,Brazil,LatAm East,Americas,Wei Silva,wei.silva@meridiangl.com,D,0,Spot,2024-08-28,2024-08-28,9999-12-31,1,1,2646
CUS2033,Lonestar Foods B.V.,BCO,FMCG,National,,,HK,Hong Kong,East Asia,APAC,Yuki Ramirez,yuki.ramirez@meridiangl.com,B,45,Named Account Tariff,2024-02-08,2024-02-08,9999-12-31,1,1,2647
CUS2034,Harborview Auto Parts Pte Ltd,3PL,Automotive,Mid-Market,,,DE,Germany,N Europe,EMEA,Ahmed Novak,ahmed.novak@meridiangl.com,C,0,Named Account Tariff,2019-11-07,2019-11-07,9999-12-31,1,1,2648
CUS2035,Kestrel Garments S.A.,3PL,Textiles,National,,,ES,Spain,Mediterranean,EMEA,Maria Sharma,maria.sharma@meridiangl.com,D,0,Spot,2023-06-10,2023-06-10,2024-01-24,0,1,2649
CUS2035,Kestrel Garments S.A.,3PL,Textiles,SME,,,ES,Spain,Mediterranean,EMEA,Sofia Tanaka,sofia.tanaka@meridiangl.com,A,0,Named Account Tariff,2023-06-10,2024-01-25,9999-12-31,1,2,2650
CUS2036,Sentinel Farms LLC,BCO,Agriculture,National,,,TW,Taiwan,East Asia,APAC,Fatima Chen,fatima.chen@meridiangl.com,C,30,Named Account Tariff,2019-06-28,2019-06-28,9999-12-31,1,1,2651
CUS2037,Mosaic Retail Inc,NVOCC,Retail,National,,,CL,Chile,LatAm West,Americas,Grace Larsson,grace.larsson@meridiangl.com,A,60,Named Account Tariff,2023-12-04,2023-12-04,9999-12-31,1,1,2652
CUS2038,Clearwater Chemicals Group,3PL,Chemicals,Mid-Market,,,FR,France,N Europe,EMEA,Grace Larsson,grace.larsson@meridiangl.com,B,30,Spot,2022-03-03,2022-03-03,9999-12-31,1,1,2653
CUS2039,Skyline Steel Co.,BCO,Metals,Global Key Account,,,SA,Saudi Arabia,Middle East,EMEA,Wei Tanaka,wei.tanaka@meridiangl.com,C,30,Named Account Tariff,2018-09-13,2018-09-13,9999-12-31,1,1,2654
CUS2040,Everest Textiles Pte Ltd,Freight Forwarder,Textiles,National,,,ID,Indonesia,SE Asia,APAC,Carlos Haddad,carlos.haddad@meridiangl.com,C,30,Named Account Tariff,2024-02-24,2024-02-24,9999-12-31,1,1,2655
CUS2041,Juniper Industrial PLC,3PL,Machinery,SME,CUS2555,Lakemoor Metals LLC,CN,China,East Asia,APAC,Elena Haddad,elena.haddad@meridiangl.com,D,30,Spot,2018-07-08,2018-07-08,2025-09-09,0,1,2656
CUS2041,Juniper Industrial PLC,3PL,Machinery,SME,CUS2555,Lakemoor Metals LLC,CN,China,East Asia,APAC,Elena Haddad,elena.haddad@meridiangl.com,C,30,Spot,2018-07-08,2025-09-10,9999-12-31,1,2,2657
CUS2042,Solstice Apparel Pte Ltd,BCO,Textiles,SME,CUS0191,Cobalt Agro LLC,TH,Thailand,SE Asia,APAC,Fatima Chen,fatima.chen@meridiangl.com,B,30,Spot,2020-09-28,2020-09-28,9999-12-31,1,1,2658
CUS2043,Onyx Trading S.A.,Freight Forwarder,Retail,National,,,US,United States,N America East,Americas,Kenji Tanaka,kenji.tanaka@meridiangl.com,A,45,Named Account Tariff,2022-01-07,2022-01-07,9999-12-31,1,1,2659
CUS2044,Brookline Retail LLC,BCO,Retail,National,,,VN,Vietnam,SE Asia,APAC,Yuki Ramirez,yuki.ramirez@meridiangl.com,B,30,Spot,2022-09-03,2022-09-03,9999-12-31,1,1,2660
CUS2045,Beacon Life Sciences S.A.,Freight Forwarder,Pharma,SME,,,MX,Mexico,LatAm West,Americas,Ingrid O'Brien,ingrid.obrien@meridiangl.com,D,15,Named Account Tariff,2024-11-22,2024-11-22,9999-12-31,1,1,2661
CUS2046,Ridgemont Agro Group,3PL,Agriculture,Mid-Market,,,TH,Thailand,SE Asia,APAC,Priya O'Brien,priya.obrien@meridiangl.com,D,30,Spot,2020-04-08,2020-04-08,9999-12-31,1,1,2662
CUS2047,Everest Chemical Industries Co.,BCO,Chemicals,Mid-Market,,,CA,Canada,N America East,Americas,Sofia Larsson,sofia.larsson@meridiangl.com,C,60,Spot,2020-02-21,2020-02-21,9999-12-31,1,1,2663
CUS2048,Redwood Farms GmbH,BCO,Agriculture,SME,,,DE,Germany,N Europe,EMEA,Diego Yamamoto,diego.yamamoto@meridiangl.com,C,15,Spot,2017-07-14,2017-07-14,2017-11-02,0,1,2664
CUS2048,Redwood Farms GmbH,BCO,Agriculture,National,,,DE,Germany,N Europe,EMEA,Sofia Larsson,sofia.larsson@meridiangl.com,A,15,Long-Term Contract,2017-07-14,2017-11-03,9999-12-31,1,2,2665
CUS2049,Harborview Agro Co.,Freight Forwarder,Agriculture,SME,,,CL,Chile,LatAm West,Americas,Priya Ferreira,priya.ferreira@meridiangl.com,C,45,Spot,2021-08-18,2021-08-18,2022-04-17,0,1,2666
CUS2049,Harborview Agro Co.,Freight Forwarder,Agriculture,National,,,CL,Chile,LatAm West,Americas,Diego Kowalski,diego.kowalski@meridiangl.com,D,45,Long-Term Contract,2021-08-18,2022-04-18,9999-12-31,1,2,2667
CUS2050,Hillcrest Steel GmbH,SME Direct,Metals,Mid-Market,,,CL,Chile,LatAm West,Americas,James Larsson,james.larsson@meridiangl.com,D,0,Named Account Tariff,2023-12-03,2023-12-03,9999-12-31,1,1,2668
CUS2051,Sterling Agro Pte Ltd,BCO,Agriculture,Mid-Market,,,CA,Canada,N America East,Americas,Liam O'Brien,liam.obrien@meridiangl.com,C,15,Long-Term Contract,2015-02-28,2015-02-28,9999-12-31,1,1,2669
CUS2052,Nightingale Petrochemicals PLC,NVOCC,Energy,Mid-Market,,,AU,Australia,Oceania,ANZ,Anna Berg,anna.berg@meridiangl.com,A,60,Named Account Tariff,2023-11-14,2023-11-14,2026-05-19,0,1,2670
CUS2052,Nightingale Petrochemicals PLC,NVOCC,Energy,Mid-Market,,,AU,Australia,Oceania,ANZ,Anna Berg,anna.berg@meridiangl.com,A,60,Spot,2023-11-14,2026-05-20,9999-12-31,1,2,2671
CUS2053,Everest Industrial Holdings,3PL,Machinery,Mid-Market,CUS1336,Deerfield Agri-Foods S.A.,CA,Canada,N America East,Americas,Yuki Torres,yuki.torres@meridiangl.com,D,0,Long-Term Contract,2018-03-04,2018-03-04,9999-12-31,1,1,2672
CUS2054,Thornwell Chemicals Inc,BCO,Chemicals,Mid-Market,CUS1275,Millbrook Semiconductor LLC,HK,Hong Kong,East Asia,APAC,Yuki O'Brien,yuki.obrien@meridiangl.com,C,15,Long-Term Contract,2025-10-27,2025-10-27,9999-12-31,1,1,2673
CUS2055,Palisade Textiles LLC,Freight Forwarder,Textiles,SME,,,CA,Canada,N America East,Americas,Ingrid Ferreira,ingrid.ferreira@meridiangl.com,C,30,Spot,2020-01-11,2020-01-11,2022-12-08,0,1,2674
CUS2055,Palisade Textiles LLC,Freight Forwarder,Textiles,Mid-Market,,,CA,Canada,N America East,Americas,Ingrid Ferreira,ingrid.ferreira@meridiangl.com,C,30,Named Account Tariff,2020-01-11,2022-12-09,9999-12-31,1,2,2675
CUS2056,Quarrystone Steel GmbH,SME Direct,Metals,Mid-Market,,,ZA,South Africa,Africa,EMEA,Carlos Ferreira,carlos.ferreira@meridiangl.com,B,45,Named Account Tariff,2022-09-13,2022-09-13,2025-03-02,0,1,2676
CUS2056,Quarrystone Steel GmbH,SME Direct,Metals,SME,,,ZA,South Africa,Africa,EMEA,Priya Ferreira,priya.ferreira@meridiangl.com,C,45,Spot,2022-09-13,2025-03-03,9999-12-31,1,2,2677
CUS2057,Lakemoor Motors Holdings,BCO,Automotive,Mid-Market,,,HK,Hong Kong,East Asia,APAC,Liam O'Brien,liam.obrien@meridiangl.com,A,30,Spot,2022-10-29,2022-10-29,2026-06-27,0,1,2678
CUS2057,Lakemoor Motors Holdings,BCO,Automotive,National,,,HK,Hong Kong,East Asia,APAC,Wei Tanaka,wei.tanaka@meridiangl.com,C,30,Long-Term Contract,2022-10-29,2026-06-28,9999-12-31,1,2,2679
CUS2058,Junction Chemical Industries Co.,BCO,Chemicals,Mid-Market,,,ID,Indonesia,SE Asia,APAC,Kenji Tanaka,kenji.tanaka@meridiangl.com,C,30,Spot,2017-12-25,2017-12-25,9999-12-31,1,1,2680
CUS2059,Palisade Textiles PLC,BCO,Textiles,National,,,TH,Thailand,SE Asia,APAC,Ingrid Osei,ingrid.osei@meridiangl.com,C,30,Long-Term Contract,2015-06-03,2015-06-03,9999-12-31,1,1,2681
CUS2060,Solstice Engineering Ltd,Freight Forwarder,Machinery,SME,,,KR,South Korea,East Asia,APAC,Grace Osei,grace.osei@meridiangl.com,B,60,Long-Term Contract,2017-02-11,2017-02-11,2025-10-15,0,1,2682
CUS2060,Solstice Engineering Ltd,Freight Forwarder,Machinery,National,,,KR,South Korea,East Asia,APAC,Grace Osei,grace.osei@meridiangl.com,D,60,Spot,2017-02-11,2025-10-16,9999-12-31,1,2,2683
CUS2061,Sterling Pharma Group,BCO,Pharma,National,,,TW,Taiwan,East Asia,APAC,Ingrid Ferreira,ingrid.ferreira@meridiangl.com,C,30,Long-Term Contract,2022-01-02,2022-01-02,9999-12-31,1,1,2684
CUS2062,Lonestar Engineering LLC,3PL,Machinery,SME,,,FR,France,N Europe,EMEA,Priya Ferreira,priya.ferreira@meridiangl.com,B,60,Spot,2021-03-10,2021-03-10,9999-12-31,1,1,2685
CUS2063,Cobalt Industrial LLC,NVOCC,Machinery,Mid-Market,,,TW,Taiwan,East Asia,APAC,Wei Tanaka,wei.tanaka@meridiangl.com,B,45,Named Account Tariff,2020-08-04,2020-08-04,9999-12-31,1,1,2686
CUS2064,Ironwood Chemicals Ltd,3PL,Chemicals,SME,,,NL,Netherlands,N Europe,EMEA,Grace Larsson,grace.larsson@meridiangl.com,C,15,Named Account Tariff,2017-02-28,2017-02-28,9999-12-31,1,1,2687
CUS2065,Wellspring Auto Parts GmbH,BCO,Automotive,Mid-Market,,,BE,Belgium,N Europe,EMEA,Ahmed Torres,ahmed.torres@meridiangl.com,B,45,Long-Term Contract,2017-01-04,2017-01-04,9999-12-31,1,1,2688
CUS2066,Nova Agri-Foods Pte Ltd,NVOCC,Agriculture,Global Key Account,,,KR,South Korea,East Asia,APAC,Ahmed Rossi,ahmed.rossi@meridiangl.com,B,60,Long-Term Contract,2017-05-17,2017-05-17,2022-06-25,0,1,2689
CUS2066,Nova Agri-Foods Pte Ltd,NVOCC,Agriculture,Global Key Account,,,KR,South Korea,East Asia,APAC,Yuki Ramirez,yuki.ramirez@meridiangl.com,D,60,Spot,2017-05-17,2022-06-26,9999-12-31,1,2,2690
CUS2067,Cobalt Life Sciences GmbH,BCO,Pharma,Mid-Market,,,ZA,South Africa,Africa,EMEA,Fatima Tanaka,fatima.tanaka@meridiangl.com,C,15,Spot,2019-05-21,2019-05-21,9999-12-31,1,1,2691
CUS2068,Ivyhill Mercantile S.A.,SME Direct,Retail,National,,,CA,Canada,N America East,Americas,Elena Tanaka,elena.tanaka@meridiangl.com,C,15,Named Account Tariff,2025-09-30,2025-09-30,9999-12-31,1,1,2692
CUS2069,Northgate Stores Inc,Freight Forwarder,Retail,Mid-Market,,,US,United States,N America East,Americas,Elena Haddad,elena.haddad@meridiangl.com,C,30,Named Account Tariff,2016-10-12,2016-10-12,9999-12-31,1,1,2693
CUS2070,Ironbridge Motors GmbH,BCO,Automotive,Mid-Market,,,BE,Belgium,N Europe,EMEA,Ahmed Torres,ahmed.torres@meridiangl.com,A,30,Spot,2023-11-05,2023-11-05,9999-12-31,1,1,2694
CUS2071,Ironbridge Agro Inc,3PL,Agriculture,SME,,,IT,Italy,Mediterranean,EMEA,Maria Sharma,maria.sharma@meridiangl.com,C,30,Named Account Tariff,2025-11-02,2025-11-02,9999-12-31,1,1,2695
CUS2072,Elmfield Energy LLC,SME Direct,Energy,Mid-Market,,,US,United States,N America East,Americas,Yuki O'Brien,yuki.obrien@meridiangl.com,A,30,Named Account Tariff,2021-07-09,2021-07-09,9999-12-31,1,1,2696
CUS2073,Underhill Garments Pte Ltd,BCO,Textiles,National,CUS2281,Nova Energy Corp,ZA,South Africa,Africa,EMEA,Hassan Nguyen,hassan.nguyen@meridiangl.com,B,60,Long-Term Contract,2020-01-19,2020-01-19,9999-12-31,1,1,2697
CUS2074,Eastridge Apparel Co.,3PL,Textiles,National,CUS2443,Glenmoor Automotive Ltd,MX,Mexico,LatAm West,Americas,Carlos Sharma,carlos.sharma@meridiangl.com,B,30,Spot,2025-01-23,2025-01-23,2025-05-21,0,1,2698
CUS2074,Eastridge Apparel Co.,3PL,Textiles,SME,CUS2443,Glenmoor Automotive Ltd,MX,Mexico,LatAm West,Americas,Carlos Sharma,carlos.sharma@meridiangl.com,B,30,Long-Term Contract,2025-01-23,2025-05-22,9999-12-31,1,2,2699
CUS2075,Onyx Automotive Group,Freight Forwarder,Automotive,Mid-Market,CUS0139,Beacon Stores Corp,NZ,New Zealand,Oceania,ANZ,Carlos Ferreira,carlos.ferreira@meridiangl.com,D,30,Spot,2021-03-23,2021-03-23,9999-12-31,1,1,2700
CUS2076,Kingswell Industrial LLC,3PL,Machinery,SME,,,TW,Taiwan,East Asia,APAC,Ingrid Nguyen,ingrid.nguyen@meridiangl.com,C,30,Spot,2023-07-21,2023-07-21,9999-12-31,1,1,2701
CUS2077,Voyager Engineering S.A.,Freight Forwarder,Machinery,National,,,AE,United Arab Emirates,Middle East,EMEA,Ingrid Tanaka,ingrid.tanaka@meridiangl.com,D,15,Named Account Tariff,2020-04-22,2020-04-22,9999-12-31,1,1,2702
CUS2078,Southwick Chemical Industries Ltd,3PL,Chemicals,National,,,TR,Turkey,Mediterranean,EMEA,Elena Haddad,elena.haddad@meridiangl.com,C,0,Long-Term Contract,2015-12-31,2015-12-31,9999-12-31,1,1,2703
CUS2079,Juniper Life Sciences Holdings,NVOCC,Pharma,SME,,,HK,Hong Kong,East Asia,APAC,Ingrid Tanaka,ingrid.tanaka@meridiangl.com,D,30,Long-Term Contract,2024-03-15,2024-03-15,9999-12-31,1,1,2704
CUS2080,Southwick FMCG LLC,SME Direct,FMCG,SME,,,TH,Thailand,SE Asia,APAC,Ahmed Nguyen,ahmed.nguyen@meridiangl.com,D,15,Long-Term Contract,2017-08-15,2017-08-15,2019-08-16,0,1,2705
CUS2080,Southwick FMCG LLC,SME Direct,FMCG,SME,,,TH,Thailand,SE Asia,APAC,Ahmed Nguyen,ahmed.nguyen@meridiangl.com,D,15,Spot,2017-08-15,2019-08-17,9999-12-31,1,2,2706
CUS2081,Greystone Pharmaceuticals B.V.,BCO,Pharma,Mid-Market,,,GB,United Kingdom,N Europe,EMEA,Ahmed Rossi,ahmed.rossi@meridiangl.com,D,15,Spot,2026-02-06,2026-02-06,9999-12-31,1,1,2707
CUS2082,Cobalt Electronics Holdings,BCO,Electronics,Mid-Market,,,TH,Thailand,SE Asia,APAC,Elena Berg,elena.berg@meridiangl.com,C,15,Named Account Tariff,2017-07-24,2017-07-24,9999-12-31,1,1,2708
CUS2083,Nightingale Motors GmbH,3PL,Automotive,Mid-Market,CUS1533,Westbrook Semiconductor GmbH,NZ,New Zealand,Oceania,ANZ,Ahmed Rossi,ahmed.rossi@meridiangl.com,B,60,Spot,2024-08-19,2024-08-19,9999-12-31,1,1,2709
CUS2084,Junction Alloys B.V.,BCO,Metals,National,,,KR,South Korea,East Asia,APAC,Elena O'Brien,elena.obrien@meridiangl.com,B,30,Named Account Tariff,2020-01-28,2020-01-28,2021-06-12,0,1,2710
CUS2084,Junction Alloys B.V.,BCO,Metals,National,,,KR,South Korea,East Asia,APAC,Elena O'Brien,elena.obrien@meridiangl.com,D,30,Named Account Tariff,2020-01-28,2021-06-13,9999-12-31,1,2,2711
CUS2085,Nightingale FMCG Group,BCO,FMCG,Global Key Account,,,JP,Japan,East Asia,APAC,Carlos Ferreira,carlos.ferreira@meridiangl.com,A,45,Long-Term Contract,2017-10-17,2017-10-17,2026-06-16,0,1,2712
CUS2085,Nightingale FMCG Group,BCO,FMCG,Global Key Account,,,JP,Japan,East Asia,APAC,Kenji Tanaka,kenji.tanaka@meridiangl.com,C,45,Spot,2017-10-17,2026-06-17,9999-12-31,1,2,2713
CUS2086,Marlowe Semiconductor Holdings,3PL,Electronics,Global Key Account,,,CN,China,East Asia,APAC,Maria Sharma,maria.sharma@meridiangl.com,B,45,Long-Term Contract,2016-03-24,2016-03-24,9999-12-31,1,1,2714
CUS2087,Dockside Agro B.V.,3PL,Agriculture,Mid-Market,,,VN,Vietnam,SE Asia,APAC,Liam O'Brien,liam.obrien@meridiangl.com,C,15,Long-Term Contract,2025-03-04,2025-03-04,9999-12-31,1,1,2715
CUS2088,Ivyhill Life Sciences Corp,BCO,Pharma,Mid-Market,CUS2304,Solstice Pharmaceuticals Pte Ltd,VN,Vietnam,SE Asia,APAC,Liam O'Brien,liam.obrien@meridiangl.com,D,15,Spot,2020-07-12,2020-07-12,2020-09-01,0,1,2716
CUS2088,Ivyhill Life Sciences Corp,BCO,Pharma,Mid-Market,CUS2304,Solstice Pharmaceuticals Pte Ltd,VN,Vietnam,SE Asia,APAC,Liam O'Brien,liam.obrien@meridiangl.com,C,15,Named Account Tariff,2020-07-12,2020-09-02,9999-12-31,1,2,2717
CUS2089,Beacon Alloys Group,Freight Forwarder,Metals,Mid-Market,,,CN,China,East Asia,APAC,Carlos Haddad,carlos.haddad@meridiangl.com,C,0,Spot,2020-03-22,2020-03-22,2023-12-20,0,1,2718
